name,amenity,longitude,latitude,health_type
Dr. Siyami Ersek Göğüs Kalp ve Damar Cerrahisi Eğitim ve Araştırma Hastanesi,hospital,29.024350610150105,41.003949764204506,hospital
Erenköy Fizik Tedavi ve Reahabilitasyon Hastanesi,hospital,29.06562753920075,40.98597989489424,hospital
Acıbadem Kadıköy Hastanesi,hospital,29.043081459391228,41.00713678758861,hospital
Medipol,hospital,29.034143606559912,41.00483509271596,other_health
Özel Intermed Çiftehavuzlar Polikliniği,hospital,29.05356495,40.9692906,other_health
İtalyan Hastanesi - Giovanni Alberto Agnelli,hospital,28.98116711986051,41.02847363234936,hospital
Sağlık Merkezi,hospital,29.070135250000003,41.20356745,other_health
Beylikdüzü Devlet Hastanesi,hospital,28.624541809920323,41.01468068286692,hospital
Medihaus Tıp Merkezi,hospital,28.656911362584044,41.01337140147725,clinic_dental
Başakşehir Tıp Merkezi,hospital,28.79345604137146,41.10556199030361,clinic_dental
Delta Hospital,hospital,29.125119060981653,40.9461704592894,other_health
Maltepe Üniversitesi Kadın Doğum ve Çocuk Hastanesi,hospital,29.13331678123535,40.92603382871951,hospital
Pendik Devlet Hastanesi Kurtköy Semt Polikliniği,hospital,29.307877735129324,40.92537140023898,hospital
Acıbadem Hospital,hospital,28.65590579694557,41.00355858464751,other_health
Marmara Üniversitesi Pendik Eğitim ve Araştırma Hastanesi,hospital,29.26281975689594,40.88665130912257,hospital
Ümraniye Eğitim ve Araştırma Hastanesi,hospital,29.1014133266684,41.03231023085579,hospital
İlgi Hastanesi,hospital,28.8666982961712,41.020911396866445,hospital
Aile Hastanesi,hospital,28.86695517251874,40.99740070213763,hospital
Memorial Bahçelievler Hastanesi,hospital,28.85280157276541,40.99321369707472,hospital
Acıbadem Üniversitesi Hastanesi,hospital,28.77879512067153,41.03482545042544,hospital
Mehmet Akif Ersoy Göğüs Kalp Ve Damar Cerrahisi Eğitim Ve Araştırma Hastanesi,hospital,28.776890550768943,41.03351561457311,hospital
Kanuni Sultan Süleyman Eğitim ve Araştırma Hastanesi,hospital,28.759489161628046,41.05458071042992,hospital
Beykoz Devlet Hastanesi Tepeüstü Ek Binası,hospital,29.086195618109794,41.110636459665386,hospital
Özel Avrasya Hastanesi,hospital,28.90667641634278,41.00324697062104,hospital
Çatalca İlyas Çokay Devlet Hastanesi,hospital,28.466665298217087,41.1353456293818,hospital
Şile Devlet Hastanesi,hospital,29.61684520544166,41.17461824424925,hospital
Zeynep Kamil Kadın Ve Çocuk Hastalıkları Eğitim Ve Araştırma Hastanesi,hospital,29.025855548704943,41.01502276485041,hospital
Acıbadem Kozyatağı Hastanesi,hospital,29.093069004175952,40.9766747277373,hospital
Memorial Şişli Hastanesi,hospital,28.97266473924722,41.06162585736019,hospital
"Yakacık Kadın, Doğum ve Çocuk Hastalıkları Hastanesi",hospital,29.21894297309361,40.91783628880653,hospital
Bezmialem Üniversitesi Dragos Hastanesi,hospital,29.137942680056742,40.91002972227521,hospital
Bakırköy Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi,hospital,28.86533994085342,40.99378302241536,hospital
Ataşehir Memorial Hastanesi,hospital,29.10700771743645,40.98421810698039,hospital
Liv Hospital Ulus,hospital,29.0285250910283,41.06084116719988,other_health
Ethica Hastanesi,hospital,28.872605845694785,40.997247076829886,hospital
Üsküdar Devlet Hastanesi,hospital,29.038963609535536,41.01582271368942,hospital
Özel Diyabet Hastanesi,hospital,29.033397763551065,40.9982598859423,hospital
Özel Güngören Hastanesi,hospital,28.8717470638689,41.02698092619932,hospital
Medical Park,hospital,28.86301882773928,40.9958435873629,other_health
Medipol Üniversitesi Sefaköy Sağlık Uygulama Merkezi Hastanesi,hospital,28.798293253529817,41.014852766494215,hospital
Özel Ataşehir Hastanesi,hospital,29.175636133036456,40.98608579748953,hospital
Arnavutköy Devlet Hastanesi,hospital,28.746945315256337,41.1776215444544,hospital
Avicenna Umut Hastanesi,hospital,29.17764967687745,40.89070382886792,hospital
Or-Ayahim Özel Balat Hastanesi,hospital,28.945585724741047,41.03846040257095,hospital
SBÜ Süreyyapaşa Göğüs Hastalıkları Hastanesi,hospital,29.1406428568848,40.95056488118791,hospital
Veni Vidi Göz,hospital,29.063020242078665,40.97016062360566,other_health
Gökjet Özel Havacılık Mesleki ve Teknik Anadolu Lisesi,hospital,28.53251503987001,41.010626782393445,other_health
Özel Çamlık Hastanesi,hospital,28.87009259643407,40.98939031868422,hospital
Yaşar Hastanesi,hospital,28.87283738458545,40.9837641242122,hospital
Medical Park Göztepe,hospital,29.077393607603643,40.98995859559157,other_health
Liv Hospital,hospital,29.028500439633827,41.060816624382326,other_health
Medicana Böbrek Nakil Merkezi,hospital,29.082928757078008,41.02465511666907,other_health
Acıbadem Altunizade Hastanesi,hospital,29.04632447982821,41.018979207109325,hospital
Medipol Mega Hastaneler Kompleksi,hospital,28.843314829965216,41.05823442170748,hospital
Bahçelievler Devlet Hastanesi,hospital,28.84428609791302,41.00633310186769,hospital
Academic Hospital,hospital,29.03500042487624,41.01970298289738,other_health
Bayrampaşa Devlet Hastanesi,hospital,28.902263859587244,41.04205791831914,hospital
Özel Küçükçekmece Hastanesi,hospital,28.78052552866477,40.99961636909473,hospital
Cerrahpaşa Tıp Fakültesi,hospital,28.941541590713356,41.00395500787669,other_health
Nisa Hastanesi Acil,hospital,28.829489761806595,40.998970367167495,hospital
Nisa Hastanesi,hospital,28.83023840653509,40.99942581896448,hospital
Pendik Devlet Hastanesi,hospital,29.22950566312276,40.877118746936624,hospital
Medicana Kadıköy,hospital,29.03821944349341,40.98534739337985,other_health
Sante Plus Hastanesi,hospital,28.89434721457115,40.9984176764338,hospital
Kaynarca Devlet Hastanesi,hospital,29.253249799999995,40.87345345,hospital
Özel Pendik Bölge Hastanesi,hospital,29.24570773534805,40.88275938369296,hospital
Pendik Hospital,hospital,29.24436117970368,40.88356997550962,other_health
Bahat Özel Hastanesi,hospital,28.860323131906277,41.10611863520606,hospital
Yedikule Göğüs Hastalıkları ve Göğüs Cerrahisi Eğitim ve Araştırma Hastanesi,hospital,28.91565829386362,41.002149155149134,hospital
Diş Sağlık Merkezi,hospital,29.091285608033584,41.09718245111263,clinic_dental
Bezmialem Üniversitesi İlhan Varank Yerleşkesi,hospital,28.864831572243155,41.09495526033207,other_health
Bahçeşehir Semt Polikliniği,hospital,28.683882687081404,41.06246187937359,other_health
İstanbul Gaziosmanpaşa Eğitim ve Araştırma Hastanesi,hospital,28.898122547080057,41.08651144262779,hospital
Cemal Pamuk Aile Sağlığı Merkezi,hospital,28.78543707661659,40.99913990624546,other_health
Sancaktepe Şehit Prof.Dr. İlhan Varank Eğitim Ve Araştırma Hastanesi,hospital,29.196666886893887,41.00553750822794,hospital
Haseki Eğitim Ve Araştırma Hastanesi,hospital,28.8992987554175,41.00975609877334,hospital
Özel Safa Hastanesi,hospital,28.85720355,41.02272305,hospital
Özel Yaman Cerrahi Tıp Merkezi,hospital,28.82963977525348,41.02741599582576,clinic_dental
Özel Akkuş Ağız ve Diş Sağlığı Polikliniği,hospital,28.827097781050647,41.03843400944938,clinic_dental
Gaziosmanpaşa Fizik Tedavi Rehabilitasyon Eğitim ve Araştırma Hastanesi,hospital,28.90830602598715,41.08909665188769,hospital
İstanbul Beykoz (Paşabahçe) Devlet Hastanesi,hospital,29.098218973714367,41.11760850188885,hospital
Tuzla Devlet Hastahanesi,hospital,29.30321862088855,40.8443864635755,other_health
Yakacık Tıp Merkezi,hospital,29.22435390865824,40.92006630685695,clinic_dental
İstinye Devlet Hastanesi,hospital,29.055741709668503,41.115157947867125,hospital
İstinye Devlet Hastanesi,hospital,29.055410481188773,41.114999210031705,hospital
Okan Üniversitesi Diş Hastanesi,hospital,29.301695579079656,40.85912473266593,clinic_dental
Bolluca Sağlık Ocağı,hospital,28.762320845164638,41.19997166462954,other_health
Okan Üniversitesi Hastanesi,hospital,29.301873437452,40.84934627094012,hospital
Tuzla Termal Tesisleri,hospital,29.294517226663277,40.84482186334258,other_health
Özel Gisbir Hastanesi,hospital,29.294316764846503,40.84764983447216,hospital
Büyükçekmece Mimar Sinan Devlet Hastanesi,hospital,28.555548233241,41.01700259250648,hospital
Şişli Florence Nightingale Hastanesi,hospital,28.98369547942392,41.06926657246607,hospital
Lokman Hekim Hastanesi,hospital,29.29104132635345,40.92544430850709,hospital
Marmara Üniversitesi Prof. Dr. Asaf Ataseven Hastanesi,hospital,29.138242943398563,40.950602905516135,hospital
VM Medical Park Pendik,hospital,29.25642505728346,40.880658733824966,other_health
Özel Pendik Yüzyıl Hastanesi,hospital,29.261439367303183,40.8793764537467,hospital
Kurtköy Ersoy Hastanesi,hospital,29.29805145283872,40.91061348636765,hospital
Yeditepe Üniversitesi İhtisas Hastanesi,hospital,29.031275865030576,41.004111566715935,hospital
Medicana Ataşehir Hastanesi,hospital,29.106932833005395,40.98354219589727,hospital
Maltepe Altayçeşme Devlet Hastanesi,hospital,29.13498798455356,40.93687648410676,hospital
Ersoy Hastanesi,hospital,29.13472344970216,40.933171115376325,hospital
Özel Baypark Hospital,hospital,28.89108340163267,41.0630169664684,other_health
Mehmet Toprak Hastanesi,hospital,29.14563292569449,40.91719825936444,hospital
İstanbul Onkoloji Hastanesi,hospital,29.15369308274049,40.92244194973562,hospital
Özel Medicine Hospital Güneşli,hospital,28.83849859167121,41.03012475878472,other_health
Yavuz Selim Devlet Hastanesi Poliklinikleri,hospital,29.20451368112528,40.9016229958577,clinic_dental
Dünyagöz,hospital,29.11149935946477,40.98440685168008,other_health
Moodist Psikiyatri ve Nöroloji Hastanesi,hospital,29.05339906983787,41.00232731284003,clinic_dental
Acıbadem Ataşehir Hastanesi,hospital,29.12701583396169,40.99448092498864,hospital
Ataşehir Ağız ve Diş Sağlığı Hastanesi,hospital,29.10918889574964,40.99063397448642,clinic_dental
Acıbadem Ataşehir Cerrahi Tıp Merkezi,hospital,29.108680482831502,40.98560433153711,clinic_dental
Acıbadem Bahçeşehir Hastanesi,hospital,28.68838917848516,41.06266830349113,hospital
Medicana Çamlıca Hastanesi,hospital,29.08346611640012,41.02469637962124,hospital
Medicana,hospital,29.082544502138912,41.024299339112,other_health
Özel İlke Hastanesi,hospital,28.83486023746416,40.99763020100264,hospital
Ataköy Hastanesi,hospital,28.840688540046948,40.99256163665613,hospital
Sultantepe ASM,hospital,29.02112942709192,41.02838138954245,other_health
Taksim Eğitim ve Araştırma Hastanesi,hospital,28.98314479933851,41.033100297584525,hospital
Beykoz Devlet Hastanesi Toplum Ruh Sağlığı Merkezi,hospital,29.093447450000006,41.15392655,hospital
Başakşehir Çam ve Sakura Şehir Hastanesi,hospital,28.7762127957518,41.10503112367816,hospital
Özel Avrupa Tıp Merkezi,hospital,28.685185323491424,41.02570416257798,clinic_dental
SBÜ Bağcılar Eğitim ve Araştırma Hastanesi Güneşli Semt Polikliniğ,hospital,28.83228418294879,41.03566037436463,hospital
Mehmet Remzi Önecek Aile Sağlığı Merkezi,hospital,28.671425176618417,41.04058467286772,other_health
Teke Köyü Sağlık Evi,hospital,29.664879553611787,41.0688359167503,other_health
Sancaktepe Prof. Dr. Feriha Öz Acil Durum Hastanesi,hospital,29.209957464657645,41.00018882923803,hospital
Kartal Dr Lütfi Kırdar Eğitim ve Araştırma Hastane Polİklİnİklerİ,hospital,29.17100334402083,40.91702481724581,hospital
İstanbul Fizik Tedavi ve Rehabilitasyon Eğitim Ve Araştırma Hastanesi,hospital,28.854577682237583,40.99520021816642,hospital
Sarıyer İsmail Akgün Devlet Hastanesi,hospital,29.056711427380595,41.16942431331889,hospital
Büyük Çavuşlu Aile Sağlığı Mer. (Medical Clinic),hospital,28.06448319946214,41.239123108416464,other_health
Silivri Kolan Hastanesi,hospital,28.25842109863334,41.07206961086631,hospital
Acıbadem Dr. Şinasi Can (Kadıköy) Hastanesi,hospital,29.042966306592955,41.007166288590255,hospital
Yedikule Surp Pırgiç Ermeni Hastanesi,hospital,28.915355815051843,40.99377735184313,hospital
Özel Cenk Teker Tıp Merkezi,hospital,28.25612035442156,41.078812888688326,clinic_dental
AsMed,hospital,29.11605420767025,40.99204656578753,other_health
Ataşehir Florence Nightingale,hospital,29.109302884078534,40.98454923183173,other_health
Özel Ataşehir Florence Nightingale Hastanesi,hospital,29.108752878251064,40.98476523121047,hospital
Esthetica,hospital,29.110046684288,40.985160646743104,other_health
Beykent Üniversitesi Hastanesi,hospital,28.626252410196503,41.01751914695499,hospital
Çağıner Hastanesi,hospital,29.04514941472152,40.996182402888685,hospital
Küçükçekmece Ağız ve Diş Sağlığı Merkezi,hospital,28.79023741694933,41.02180113235984,clinic_dental
Sultangazi Haseki Eğitim ve Araştırma Hastanesi,hospital,28.87315074009046,41.104779842330345,hospital
Central Hospital,hospital,29.100294018039104,40.96592590094286,other_health
Erdem Hastanesi,hospital,29.082244434292928,41.02517495929437,hospital
Silivri Devlet Hastanesi,hospital,28.25013467580625,41.07790331877939,hospital
Sultanbeyli Devlet Hastanesi,hospital,29.28391860231136,40.985594466020686,hospital
Sarıyer Hamidiye Etfal Eğitim ve Araştırma Hastanesi,hospital,29.027557485284284,41.1578740444565,hospital
Zeytinburnu Yesiltepe Aile Sağlık Merkezi,hospital,28.89785883173658,40.991171205326765,other_health
Medical Park,hospital,28.22446319372761,41.08239652209384,other_health
Girne Aile Sağlığı Merkezi,hospital,29.139267457808582,40.94288284466786,other_health
Kartal Kızılay Hastanesi,hospital,29.181927860679885,40.890894110215456,hospital
Kadıköy Verem Savaş Dispanseri,hospital,29.033354576480427,40.99290127658372,clinic_dental
Çekmeköy İlçe Sağlık Müdürlüğü,hospital,29.17580011315201,41.03686750932703,other_health
Üsküdar Cezmi Or Verem Savaş Dispanseri,hospital,29.01207221337062,41.01802808133495,clinic_dental
Ümraniye Verem Savaş Dispanseri,hospital,29.08944156152609,41.03002300304779,clinic_dental
Kartal Dr. Lütfi Kırdar Eğitim ve Araştırma Hastanesi Büyükada Ek Hizmet Binası,hospital,29.127906717148512,40.869982233682784,hospital
Medistanbul Hastanesi,hospital,28.90475285099492,41.09276953063443,clinic_dental
Seyrantepe Hamidiye Etfal Eğitim ve Araştırma Hastanesi,hospital,28.996249819285485,41.10361886683653,hospital
Özel Abat Cerrahi Tıp Merkezi,hospital,28.660460505072283,40.988867931730816,clinic_dental
Eyüpsultan Devlet Hastanesi,hospital,28.940763079366075,41.05737786264425,hospital
Mercan Hastanesi,hospital,29.307564035576668,40.82838932059942,hospital
Kızılay Altıntepe Tıp Merkezi,hospital,29.10463126042405,40.955005828359845,clinic_dental
Özel Bölge Hastanesi,hospital,29.215454769916253,41.00565506751944,hospital
Medical Park Hastanesi Ataşehir,hospital,29.14436510874797,40.98781403054328,hospital
Kadıköy Florence Nightingale Tıp Merkezi,hospital,29.04241420508467,40.98099063011719,clinic_dental
Kadıköy Belediyesi Dr. Rana Beşe Sağlık Polikinliği,hospital,29.048301368703655,40.987949209573216,other_health
Bayındır Hastanesi İçerenköy,hospital,29.110563849661784,40.96697572657719,hospital
Yeşilköy Prof. Dr. Murat Dilmener Acil Durum Hastanesi,hospital,28.80799612167288,40.97062704279357,hospital
Özel Esencan Hastanesi,hospital,28.6765519013108,41.033399861083616,hospital
Şile Devlet Hastanesi,hospital,29.572522932469106,41.162220743373545,hospital
Dünya Göz Suadiye,hospital,29.075019592493547,40.96110109808084,other_health
Başkent Üniversitesi İstanbul Sağlık Uygulama ve Araştırma Merkezi Hastanesi,hospital,29.04112516024876,41.02489007882202,hospital
Tuzla Ağız ve Diş Sağlığı Polikliniği,hospital,29.353910953029978,40.82370247466103,clinic_dental
Özel Bahçelievler Medicana Hastanesi,hospital,28.87010880445977,41.00647139342751,hospital
İstanbul Göz Hastanesi,hospital,28.87111130643324,41.00115739507722,hospital
Özel Bahçelievler Medicana Hastanesi,hospital,28.869880210343148,41.00673881121613,hospital
Aktif International Hastanesi Bahçelievler,hospital,28.86958893773685,41.00716752026427,hospital
Lema Clinic,hospital,28.796045090015703,41.052587580504536,other_health
Bayrampaşa İlçe Sağlık Müdürlüğü,hospital,28.884204288518905,41.06800325717867,other_health
Başakşehir Devlet Hastanesi,hospital,28.808424061747065,41.11835885042913,hospital
Medipol Üniversitesi Esenler Hastanesi,hospital,28.866294084220275,41.05125839876252,hospital
Medipol Üniversitesi Esenler Hastanesi,hospital,28.866211865913925,41.05139927900665,hospital
Avicenna Hastanesi,hospital,28.881009115769245,41.04083701821804,hospital
T.C. Sağlık Bakanlığı Esenler 8 No'lu Aile Sağlığı Merkezi,hospital,28.8630193,41.04359019999999,other_health
Esenler Kadın Doğum ve Çocuk Hastalıkları Hastanesi,hospital,28.869110963244022,41.05597782297832,hospital
Kağıthane Kızılay Hastanesi,hospital,28.9708833,41.08267475,hospital
S life hastanesi,hospital,28.65222173752595,41.039869289943255,hospital
Acıbadem Maslak Hastanesi,hospital,29.025258114323496,41.12738153024474,hospital
İstanbul Meslek Hastalıkları Hastanesi,hospital,29.138931911718547,40.94901791762138,hospital
Acıbadem Ataşehir Hastanesi,hospital,29.126935687058428,40.99440484622754,hospital
Erdem Hastanesi,hospital,28.82544746034968,41.04013296402276,hospital
Bakırköy Prof. Dr. Mazhar Osman Ruh Sağlığı ve Sinir Hastalıkları Eğitim ve Araştırma Hastanesi,hospital,28.862426858726387,40.98898001639595,hospital
Özel Florya Hastanesi,hospital,28.74762332861978,40.97990550626294,hospital
Avcılar Murat Kölük Devlet Hastanesi,hospital,28.73128537856684,40.98474873975096,hospital
Esenler Kadın Doğum Hastanesi,hospital,28.869098608828043,41.05577847415511,hospital
Acıbadem Kartal Hastanesi,hospital,29.20720266783624,40.88622654781331,hospital
Medipol Üniversitesi Çamlıca Hastanesi,hospital,29.08206199445568,41.02331994848574,hospital
Megapol Hastanesi,hospital,29.19947777633376,40.9161097236675,hospital
Aksu Özel Göztepe Hastanesi,hospital,29.06200176501139,40.98777313968988,hospital
Pendik Medipol Üniversitesi Hastanesi,hospital,29.235136181954516,40.884550806544034,hospital
Central Hospital,hospital,29.11072486948014,40.97925610260263,other_health
İbni Sina Hastanesi,hospital,29.167204271604326,40.900880881566806,hospital
Op. Dr. Arash Jafari,hospital,29.012872,41.07620685,other_health
Koç Üniversitesi Hastanesi,hospital,28.916749998034906,41.0239970194984,hospital
Hospital Türk,hospital,29.0218119,41.0259618,other_health
Vera Tıp Merkezi,hospital,28.7968486,41.0060255,clinic_dental
Baltalimanı Hastanesi,hospital,29.0535611,41.0964088,hospital
Florence Nightingale,hospital,29.0042388,41.0632063,other_health
Özel Küplüce Tıp Merkez,hospital,29.0522183,41.0396776,other_health
Özel Remedy Hospital,hospital,29.2368748,40.8787769,other_health
Özel Bağcılar Tekden Hastanesi,hospital,28.8449942,41.0479666,hospital
Acıbadem Hospital,hospital,28.8730593,40.977664,other_health
Çevre Hastanesi,hospital,29.0013232,41.0672214,hospital
Aksoy Hastanesi,hospital,29.0013661,41.0673508,hospital
Birinci Göz Hastanesi Beylikdüzü,hospital,28.6428053,41.0112282,hospital
Dünya Göz Hastanesi Beykent,hospital,28.6274846,41.019077,hospital
Amerikan Hastanesi,hospital,28.9952948,41.0533806,hospital
Belde Tıp Merkezi,hospital,28.9158289,41.057449,clinic_dental
Alataş Polikliniği,hospital,28.6806966,41.0347149,other_health
Acıbadem Fulya Hastanesi,hospital,28.9995499,41.0557195,hospital
Özel Avcılar Anadolu Hastanesi,hospital,28.7061163,41.0054462,hospital
Özel Avcılar Hospital,hospital,28.709593,40.9947818,other_health
Özel Medicana Hastanesi,hospital,28.7211479,40.9812753,hospital
İstanbul Tüpbebek,hospital,28.9983966,41.0554676,other_health
Kasım Paşa Asker Hastanesi,hospital,28.964016,41.0327835,hospital
Mecidiyeköy KBB ve Vertigo Kliniği,hospital,28.995985,41.06524,other_health
Alibey Hastanesi,hospital,28.9270647,41.0789994,hospital
Koç Üniversitesi Hastanesi,hospital,28.9166504,41.0241414,hospital
Özel Mediplus Tıp Merkezi,hospital,28.6608987,41.0178075,clinic_dental
Bakırköy Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi Bahçelievler Polikliniği,hospital,28.8560596,40.9970758,hospital
Acıbadem Taksim,hospital,28.9820377,41.0412184,other_health
Beyoğlu Göz Hastanesi,hospital,28.9742012,41.0245743,hospital
Özel Akgün Tem Hastanesi,hospital,28.8016254,41.0614165,hospital
Beyoglu,hospital,28.974911,41.0314549,other_health
Güney Hastanesi,hospital,28.8796744,41.0437273,hospital
Medipol Üniversitesi Fındıkzade Hastanesi,hospital,28.9400268,41.0125315,hospital
Özel Fatih Hastanesi,hospital,28.9507717,41.0156766,hospital
İstanbul Cerrahi Hastanesi,hospital,28.9980027,41.0555721,hospital
istanbul Eğitim ve Araştırma Hastanesi Poliklinikleri,hospital,28.9457972,41.0092457,clinic_dental
İstanbul Üniversitesi Kardiyoloji enistitusu,hospital,28.9432435,41.0091541,other_health
Surp Pırgiç Ermeni Hastanesi,hospital,28.9146943,40.9939323,hospital
Bağcılar Eğitim ve Araştırma Hastanesi,hospital,28.8712404,41.0301322,hospital
Özel İstanbul Şafak Hastahanesi,hospital,28.8999746,41.0656093,other_health
Özel gop Yaşam Diyaliz Merkezi,hospital,28.8645332,41.1049081,other_health
İstanbulum Tıp Merkezi,hospital,28.8616773,41.1034186,clinic_dental
Dora Hospital,hospital,29.0010012,41.0589817,other_health
Saygı Hastanesi Ayak Sağlığı Birimi,hospital,29.257738,40.969457,hospital
Saygı Hastanesi,hospital,29.2581715,40.9697567,hospital
Sultanbeyli Dünyagöz Hastanesi,hospital,29.2534249,40.9685018,hospital
Neolife,hospital,29.0200903,41.0704006,other_health
T.C. Sağlık Bakanlığı İstanbul Tacirler Eğitim Vakfı Sultanbeyli İlçe Devlet Hastanesi Merkez Polikliniği,hospital,29.265783,40.9636827,hospital
Ersoy Hastanesi,hospital,29.2694043,40.966572,hospital
İstanbul Tacirler Eğitim Vakfı T.E.V. Sultanbeyli İlçe Devlet Hastanesi,hospital,29.2659788,40.965177,hospital
Sultanbeyli Avrupa Göz Hastanesi,hospital,29.2612337,40.9670638,hospital
balıklı rum hastanesi vakfı,hospital,28.9175398,40.9996039,hospital
Yedikule Göğüş Hastalıkları Hastanesi,hospital,28.9152374,41.0021036,hospital
Yedikule Surp PIRGIÇ ERMENI Hastanesi,hospital,28.9152516,40.9938689,hospital
SÜLEYMANİYE KADIN DOĞUM VE ÇOCUK HASTANESİ,hospital,28.9148279,40.9956164,hospital
MEDILIFE HASTANESİ,hospital,28.8595084,41.048796,hospital
Aksa,hospital,28.826181,41.0314854,other_health
Özel Hospitalist Hastanesi,hospital,28.8550884,41.0345832,hospital
İstanbul Eğitim ve Araştırma Hastanesi Osmaniye Semt Poliklinği,hospital,28.8813608,40.9920204,hospital
Gaziosmanpaşa Özel Başarı Hastanesi,hospital,28.9066811,41.0797533,hospital
Dayıoğlu Tıp Merkezi,hospital,28.746725,41.0633215,clinic_dental
Haydarpaşa Numune Eğitim ve Araştırma Hastanesi Tıbbiye Binası,hospital,29.0257508,41.0043457,hospital
Özel Pendik Şifa Hastanesi,hospital,29.2361908,40.88302,hospital
Dünya Göz Hastanesi,hospital,29.2362412,40.8788795,hospital
Haydarpaşa Numune Hastanesi,hospital,29.0227593,41.0044482,hospital
Tempo OSGB - İşe Giriş Sağlık Raporu,hospital,29.0929142,41.0270348,other_health
İstanbullu OSGB,hospital,28.8059014,41.0800511,other_health
Özel Üsküdar Anadolu Hastanesi,hospital,29.0158947,41.0214296,hospital
Doktor Levent Polikliniği,hospital,28.9864126,41.0624452,other_health
Özel 2000 Tıp Merkezi,hospital,28.5809717,41.0205828,clinic_dental
Özel Elitium,hospital,28.6760478,41.0603661,other_health
İstanbul Tema Hastanesi,hospital,28.7739432,41.0600854,hospital
Bayrampaşa 1 Nolu Yabancı Uyruklular Polikliniği,hospital,28.9070788,41.0303249,other_health
Bağcılar 28 Nolu Aile Sağlığı Merkezi,hospital,28.8201612,41.0431277,other_health
Acil Tıp Kliniği,hospital,28.9370757,41.0028506,other_health
Alpha Hair Central,hospital,28.992022,41.0613263,other_health
